V,E,C,genus,B,largest
2030,2848,59,877,5710,1960
2071,2931,54,914,5826,1996
2029,2869,59,899,5684,1956
2074,2962,49,937,5744,2007
2012,2794,59,841,5746,1932
2021,2819,66,864,5764,1912
2050,2877,56,883,5780,1979
2021,2793,58,830,5795,1907
2039,2838,62,861,5795,1950
2060,2952,54,946,5701,1954
2014,2748,68,802,5811,1915
1998,2784,85,871,5696,1870
2078,3029,40,991,5624,2033
2022,2849,55,882,5662,1936
2041,2872,64,895,5742,1969
2031,2841,63,873,5756,1922
2055,2873,64,882,5811,1962
2047,2908,52,913,5707,1982
2126,3122,52,1048,5713,2041
2033,2825,73,865,5760,1939
2046,2866,71,891,5809,1958
2100,3069,45,1014,5669,2042
2064,2924,47,907,5784,2009
2032,2812,73,853,5777,1932
2032,2809,51,828,5823,1962
2041,2849,67,875,5760,1943
1985,2658,72,745,5852,1875
2047,2866,57,876,5789,1972
2137,3159,46,1068,5687,2077
2024,2803,63,842,5823,1916
2083,3023,46,986,5644,2011
1990,2725,65,800,5738,1900
2067,2937,58,928,5743,1984
2021,2801,61,841,5769,1932
2024,2807,66,849,5741,1926
2006,2737,74,805,5838,1861
2081,2995,45,959,5710,1997
2079,2968,55,944,5796,2003
2019,2747,77,805,5870,1910
1996,2725,73,802,5765,1901
2053,2909,50,906,5722,1954
2054,2894,50,890,5734,1988
2028,2783,63,818,5836,1921
2010,2754,63,807,5796,1924
2075,2915,59,899,5841,1985
2064,2914,57,907,5776,1987
2040,2866,68,894,5731,1953
2067,2969,51,953,5682,1992
2051,2925,56,930,5682,1948
2008,2765,75,832,5772,1864
2046,2888,47,889,5728,1974
2007,2758,60,811,5767,1913
2040,2865,61,886,5750,1952
1982,2701,75,794,5716,1832
2067,2931,60,924,5764,1966
2048,2891,52,895,5700,1964
1977,2685,65,773,5722,1891
2053,2926,49,922,5678,1992
2005,2728,46,769,5812,1924
2021,2806,59,844,5766,1927
2066,2925,55,914,5748,1997
2056,2896,69,909,5758,1959
2045,2900,64,919,5715,1969
2039,2858,59,878,5753,1961
2004,2728,75,799,5809,1906
2056,2871,49,864,5801,1973
2037,2868,51,882,5721,1966
2071,2938,56,923,5779,1995
2016,2750,68,802,5825,1903
2004,2752,65,813,5751,1879
2061,2914,48,901,5754,2002
2071,2944,42,915,5768,2012
2040,2895,68,923,5711,1895
2052,2867,71,886,5835,1946
2091,3003,40,952,5754,2032
2066,3005,39,978,5628,2008
2020,2788,54,822,5768,1947
2077,2949,46,918,5802,2017
2033,2804,62,833,5833,1951
2071,2944,46,919,5736,1997
2068,2922,47,901,5772,1970
2087,2995,60,968,5759,2008
2044,2888,58,902,5737,1952
2058,2910,56,908,5779,1975
2046,2935,47,936,5643,1950
2055,2905,53,903,5757,1985
2010,2744,55,789,5814,1927
2022,2823,49,850,5701,1948
2011,2773,68,830,5750,1921
2064,2977,50,963,5660,2005
2008,2744,68,804,5828,1905
2025,2834,61,870,5685,1942
2002,2778,56,832,5698,1918
2032,2808,60,836,5787,1945
2068,2965,42,939,5719,2012
2038,2850,62,874,5786,1958
2002,2727,68,793,5810,1888
2051,2881,52,882,5766,1983
2076,2944,76,944,5815,1957
2143,3162,45,1064,5741,2082
2077,2967,52,942,5742,2010
2072,2938,55,921,5782,1985
2047,2858,53,864,5817,1964
2061,2929,56,924,5751,1969
2113,3052,46,985,5765,2047
2058,2897,42,881,5748,1985
2101,3015,51,965,5786,2023
2065,2958,58,951,5703,1988
2029,2820,66,857,5777,1949
2027,2827,45,845,5734,1960
2005,2764,60,819,5759,1923
2050,2877,47,874,5783,1980
2055,2939,52,936,5699,1972
2109,3051,56,998,5738,2041
2045,2876,49,880,5750,1976
2010,2837,64,891,5644,1885
2023,2803,72,852,5748,1923
2090,2992,63,965,5807,2011
2094,3012,44,962,5758,2029
2052,2939,53,940,5681,1991
2073,2917,64,908,5826,1993
2059,2891,42,874,5796,1989
2050,2868,52,870,5789,1960
2027,2873,51,897,5670,1949
2060,2870,60,870,5832,1991
2087,2974,50,937,5784,2027
2044,2850,58,864,5776,1954
1993,2713,71,791,5816,1902
2026,2853,53,880,5687,1959
2055,2907,50,902,5737,1984
2080,3035,60,1015,5651,2005
2034,2806,63,835,5811,1957
2027,2880,52,905,5658,1959
2081,2961,52,932,5792,2001
1976,2692,67,783,5739,1820
2086,2992,54,960,5760,2023
2023,2796,66,839,5791,1936
2019,2846,65,892,5688,1930
2075,2966,52,943,5719,2011
2054,2865,55,866,5813,1984
2067,2947,52,932,5730,1991
2005,2840,60,895,5624,1911
2038,2819,69,850,5816,1954
2020,2813,67,860,5745,1921
2027,2831,52,856,5727,1961
2105,3036,45,976,5752,2047
2058,2909,66,917,5768,1961
2045,2901,60,916,5702,1947
2107,3072,44,1009,5679,2056
2046,2876,49,879,5743,1970
2058,2910,61,913,5784,1974
2048,2824,66,842,5824,1967
2009,2798,70,859,5714,1920
2046,2888,53,895,5719,1977
2074,2961,48,935,5778,1994
2065,2951,54,940,5712,1968
2064,2911,57,904,5819,1971
2092,2988,51,947,5777,2022
2007,2792,64,849,5691,1912
2073,2927,48,902,5766,2017
2054,2903,48,897,5767,1991
2006,2748,54,796,5778,1928
2089,2998,56,965,5764,1996
2047,2843,54,850,5824,1965
2073,2950,50,927,5751,2015
2048,2900,65,917,5727,1931
2085,2952,45,912,5808,2018
2060,2905,58,903,5767,1973
2063,2896,52,885,5795,1987
2065,2921,49,905,5796,1997
2032,2865,59,892,5694,1953
2033,2822,57,846,5794,1950
2090,3030,50,990,5676,1997
2054,2929,65,940,5687,1971
2077,2962,49,934,5781,1998
2015,2804,73,862,5758,1910
1975,2742,87,854,5634,1867
2070,2914,60,904,5825,1984
2051,2930,68,947,5707,1935
2051,2929,45,923,5671,1986
2031,2850,62,881,5741,1919
2079,2979,62,962,5759,1992
1952,2597,68,713,5749,1854
2067,2928,65,926,5799,1977
1982,2733,60,811,5692,1896
2061,2893,55,887,5799,1988
2010,2809,54,853,5676,1941
2063,2914,46,897,5760,1990
2060,2921,66,927,5779,1981
2074,2944,41,911,5772,2017
2050,2874,58,882,5784,1960
2059,2902,54,897,5792,1991
1950,2618,61,729,5724,1849
2013,2720,62,769,5896,1921
2060,2886,59,885,5795,1991
2031,2852,47,868,5706,1912
2110,3057,48,995,5784,2037
2058,2962,54,958,5673,1979
2066,2960,47,941,5707,2001
2007,2753,61,807,5747,1920
2093,2981,55,943,5801,2018
2005,2799,65,859,5691,1915
2090,2971,57,938,5826,1999
2022,2842,62,882,5707,1931
2052,2835,61,844,5861,1981
2090,3004,38,952,5761,2036
2075,2944,42,911,5811,2021
2052,2871,38,857,5824,2005
2073,2954,47,928,5758,2006
2094,3039,60,1005,5727,2004
2067,2988,58,979,5688,1982
2063,2890,65,892,5820,1984
1992,2708,73,789,5790,1895
2051,2874,58,881,5757,1975
2059,2870,45,856,5830,1999
2084,3014,70,1000,5751,1999
2016,2836,63,883,5659,1932
2038,2873,51,886,5754,1963
2011,2772,63,824,5754,1920
2053,2905,64,916,5714,1967
2020,2837,62,879,5727,1950
2025,2910,64,949,5571,1926
2052,2885,51,884,5749,1973
2023,2839,60,876,5674,1927
2049,2878,71,900,5754,1948
2032,2810,52,830,5788,1948
2060,2907,59,906,5784,1983
2030,2850,69,889,5704,1928
2092,3026,52,986,5686,2014
1991,2720,58,787,5747,1919
2066,2922,48,904,5798,1997
2068,2999,55,986,5650,2000
2065,2894,54,883,5814,1995
2033,2813,59,839,5840,1928
2010,2785,53,828,5746,1926
2015,2751,70,806,5817,1924
2060,2896,54,890,5811,1968
2057,2903,58,904,5756,1980
2037,2825,49,837,5766,1960
2028,2843,43,858,5733,1961
2028,2865,66,903,5696,1912
1958,2641,71,754,5735,1850
1997,2741,71,815,5767,1897
2081,2975,56,950,5726,2006
2009,2753,68,812,5832,1926
2070,2922,54,906,5793,1994
2061,2907,66,912,5797,1954
2046,2825,48,827,5849,1971
2059,2933,55,929,5754,1970
2045,2858,57,870,5773,1958
2002,2759,54,811,5728,1933
2045,2884,52,891,5745,1963
2031,2887,45,901,5665,1970
2015,2782,67,834,5736,1922
2120,3121,38,1039,5675,2071
2054,2937,55,938,5718,1965
2054,2899,61,906,5742,1967
2071,2947,64,940,5771,1974
2065,2909,56,900,5786,1993
2102,3079,40,1017,5682,2056
2060,2902,48,890,5797,1980
2120,3108,48,1036,5695,2065
2024,2813,66,855,5768,1943
2101,3013,60,972,5785,2002
2057,2914,57,914,5728,1974
2084,2957,63,936,5804,1998
2029,2812,72,855,5777,1912
2075,2982,43,950,5701,2016
2065,2979,53,967,5680,1980
2011,2788,65,842,5748,1902
2083,2957,44,918,5776,2020
2056,2902,57,903,5766,1976
2077,2930,61,914,5821,1979
2042,2849,58,865,5801,1937
2014,2778,64,828,5760,1928
2049,2862,52,865,5774,1963
2030,2816,71,857,5790,1931
2020,2854,71,905,5706,1908
2046,2873,53,880,5780,1976
1999,2713,60,774,5805,1907
2027,2787,73,833,5831,1925
2029,2826,54,851,5761,1958
2063,2914,66,917,5817,1979
2024,2791,82,849,5787,1907
2020,2778,77,835,5811,1887
2106,3099,47,1040,5689,2030
1954,2648,78,772,5729,1839
2079,2907,55,883,5866,1996
2006,2757,65,816,5776,1898
2072,2919,59,906,5810,1993
2092,3018,49,975,5718,2029
2105,3016,60,971,5804,2023
2026,2777,70,821,5814,1899
2064,2889,59,884,5826,1989
2077,2924,64,911,5851,2000
2047,2822,56,831,5891,1959
2047,2878,50,881,5728,1972
2036,2846,61,871,5782,1950
2097,3007,47,957,5770,2040
2035,2862,61,888,5711,1951
2104,3027,50,973,5751,2047
2075,2968,53,946,5757,2001
2030,2827,64,861,5750,1955
2055,2882,54,881,5787,1974
2064,2968,62,966,5699,1986
2009,2753,63,807,5781,1918
2055,2913,59,917,5751,1962
2016,2772,71,827,5799,1919
1990,2748,54,812,5696,1914
2011,2697,81,767,5935,1911
2066,2922,58,914,5774,1975
2067,2916,68,917,5800,1968
2029,2845,64,880,5712,1938
2043,2889,57,903,5714,1970
1993,2737,64,808,5726,1906
1999,2795,66,862,5660,1905
2019,2794,60,835,5729,1937
2044,2875,73,904,5738,1907
2002,2753,53,804,5757,1924
2110,3038,43,971,5799,2060
2055,2892,58,895,5780,1975
2061,2899,54,892,5757,1989
2030,2823,61,854,5773,1936
2037,2892,55,910,5697,1957
2040,2882,38,880,5685,1996
2067,2936,60,929,5765,1974
2087,2996,57,966,5764,2012
2020,2796,57,833,5746,1926
2067,2928,59,920,5775,1997
2033,2880,52,899,5686,1950
2063,2954,45,936,5680,2010
2050,2877,57,884,5776,1974
2039,2830,67,858,5822,1949
2027,2825,54,852,5766,1959
1991,2702,68,779,5777,1806
2051,2897,50,896,5752,1990
2041,2858,63,880,5788,1958
2026,2775,63,812,5839,1952
2018,2776,76,834,5805,1909
1978,2684,60,766,5755,1879
2127,3115,51,1039,5738,2068
1988,2745,58,815,5690,1896
2097,3070,61,1034,5682,2023
2030,2785,68,823,5849,1929
2027,2869,49,891,5656,1973
2055,2891,52,888,5789,1981
1995,2707,82,794,5820,1889
2022,2746,75,799,5851,1920
2082,2986,42,946,5718,2036
2047,2905,48,906,5714,1989
2026,2900,55,929,5617,1951
2007,2749,66,808,5791,1915
2035,2853,65,883,5717,1950
1987,2686,68,767,5802,1875
2085,2979,55,949,5767,2023
2076,2959,57,940,5737,2003
2056,2915,52,911,5741,1979
2064,2968,56,960,5696,1979
2048,2902,42,896,5720,1987
2078,2915,61,898,5857,2002
2039,2848,59,868,5751,1963
2073,2956,51,934,5720,1992
2026,2869,60,903,5676,1943
2082,2989,60,967,5749,1994
2056,2935,50,929,5672,1991
2067,2922,52,907,5754,1985
2070,2937,67,934,5767,1972
2046,2894,60,908,5724,1961
2045,2834,53,842,5805,1968
2028,2832,54,858,5744,1951
2059,2923,55,919,5735,1977
2016,2786,61,831,5744,1934
2056,2913,68,925,5786,1923
2030,2840,64,874,5757,1943
2054,2879,65,890,5808,1964
2080,2980,53,953,5737,2008
2123,3111,56,1044,5761,2044
2056,2884,49,877,5770,1988
2045,2843,66,864,5816,1952
2015,2768,86,839,5804,1883
2063,2916,58,911,5760,1959
2102,3061,32,991,5687,2055
2066,2961,54,949,5723,2005
2089,3037,54,1002,5665,2010
2068,2982,49,963,5666,2006
2034,2803,60,829,5790,1941
2093,3007,44,958,5742,2039
2058,2890,49,881,5755,1989
2067,2960,56,949,5704,2004
2038,2815,65,842,5831,1953
2000,2800,56,856,5636,1916
2038,2897,60,919,5667,1959
2120,3040,44,964,5822,2065
2066,2881,57,872,5869,1995
1977,2729,74,826,5676,1873
2027,2788,62,823,5826,1943
2021,2819,62,860,5741,1927
2005,2770,53,818,5721,1925
2046,2902,61,917,5715,1958
2017,2795,58,836,5742,1937
2112,3076,55,1019,5738,2036
2049,2956,48,955,5646,1989
2004,2736,75,807,5775,1894
2110,3104,41,1035,5668,2044
1997,2763,70,836,5720,1902
2115,3042,47,974,5806,2047
2060,2887,75,902,5794,1949
1999,2744,56,801,5746,1890
2026,2831,59,864,5747,1927
2037,2844,68,875,5736,1936
2070,2997,58,985,5673,1975
2101,3010,51,960,5810,2035
2085,3001,47,963,5703,2028
2043,2863,59,879,5757,1958
2062,2930,59,927,5732,1977
2021,2802,49,830,5729,1961
2053,2844,56,847,5845,1961
2074,2919,61,906,5833,1980
2032,2814,58,840,5804,1950
2046,2858,56,868,5802,1981
2042,2860,50,868,5753,1962
2011,2749,67,805,5802,1893
2093,3071,45,1023,5631,2026
2047,2896,59,908,5745,1962
2030,2830,69,869,5779,1933
2071,2961,51,941,5724,2013
1984,2722,55,793,5734,1909
2006,2797,56,847,5695,1932
2066,2945,46,925,5721,2010
2057,2909,58,910,5755,1915
2056,2860,62,866,5836,1970
2013,2759,72,818,5819,1900
2062,2931,70,939,5768,1961
2038,2853,58,873,5790,1938
2057,2923,52,918,5723,1973
2047,2871,53,877,5762,1970
1990,2738,71,819,5753,1891
2036,2870,60,894,5705,1956
2025,2828,61,864,5717,1944
2041,2865,65,889,5739,1951
2006,2766,46,806,5732,1946
2082,2970,43,931,5779,2017
2079,2956,63,940,5772,1971
2075,3008,46,979,5669,2018
2060,2916,66,922,5778,1966
2017,2805,62,850,5722,1914
2022,2806,54,838,5764,1952
2045,2886,53,894,5751,1951
2009,2755,68,814,5787,1909
2027,2813,53,839,5750,1948
2047,2898,55,906,5699,1976
2042,2805,54,817,5886,1945
2012,2829,53,870,5664,1924
2056,2869,62,875,5849,1975
2061,2973,54,966,5657,1986
2048,2868,55,875,5785,1989
2052,2862,57,867,5807,1969
2069,2950,51,932,5716,2003
2064,2929,49,914,5788,1997
2037,2836,55,854,5800,1968
2053,2883,61,891,5759,1962
2078,2969,48,939,5717,2007
2066,2943,64,941,5726,1982
2033,2874,65,906,5708,1948
2066,2928,58,920,5790,1986
2035,2804,58,827,5829,1965
2053,2858,55,860,5820,1975
2063,2930,56,923,5743,1988
2004,2784,71,851,5690,1903
2017,2874,47,904,5616,1954
2053,2853,42,842,5836,2005
2044,2918,55,929,5684,1968
2079,2970,53,944,5780,2016
2054,2918,44,908,5708,1995
2022,2762,58,798,5825,1935
1992,2754,75,837,5713,1886
2062,2926,64,928,5764,1978
2033,2840,61,868,5750,1952
2038,2846,75,883,5805,1933
2044,2860,70,886,5770,1954
2062,2890,52,880,5787,1988
2007,2759,64,816,5769,1905
2030,2870,59,899,5690,1969
2037,2844,61,868,5774,1950
2003,2744,76,817,5787,1898
2048,2864,47,863,5786,1972
2095,3033,42,980,5751,2038
2066,2947,62,943,5755,1968
2026,2820,55,849,5744,1934
2059,2892,55,888,5767,1970
2103,3083,40,1020,5687,2026
2041,2872,58,889,5715,1939
2029,2803,58,832,5829,1927
2024,2849,56,881,5686,1934
2011,2802,52,843,5726,1916
1975,2702,68,795,5745,1854
2057,2893,62,898,5741,1984
2039,2864,57,882,5751,1959
1993,2775,59,841,5672,1904
2014,2769,60,815,5790,1903
2045,2861,68,884,5779,1959
2048,2915,58,925,5686,1959
2093,3069,52,1028,5654,2024
2065,2887,66,888,5813,1977
2068,2905,58,895,5816,1985
2058,2923,55,920,5726,1969
2071,2940,50,919,5783,1989
1996,2734,63,801,5736,1894
2079,2926,55,902,5833,2012
2019,2796,62,839,5761,1917
2003,2741,59,797,5796,1903
2024,2816,68,860,5762,1945
2101,3030,44,973,5740,2040
2066,2954,57,945,5703,1987
2017,2788,62,833,5765,1919
2045,2935,43,933,5635,1994
2067,2974,48,955,5681,2005
2097,2943,50,896,5897,2030
2053,2890,67,904,5788,1961
2001,2743,70,812,5799,1889
2072,2972,60,960,5677,1986
2016,2761,66,811,5822,1930
1980,2724,57,801,5666,1892
2058,2902,58,902,5741,1986
2035,2840,74,879,5784,1906
2009,2719,69,779,5876,1909
2046,2853,60,867,5825,1968
2065,2934,49,918,5781,1997
2137,3092,55,1010,5848,2060
2078,2989,51,962,5754,2009
2043,2853,62,872,5783,1938
2014,2819,58,863,5703,1927
2040,2877,58,895,5739,1959
2045,2858,64,877,5790,1961
2085,2968,64,947,5808,1991
2023,2804,64,845,5787,1924
2037,2841,45,849,5734,1975
2062,2904,57,899,5808,1978
2057,2957,57,957,5697,1970
2028,2810,54,836,5783,1961
2013,2726,60,773,5871,1926
2130,3117,43,1030,5737,2054
2086,3003,55,972,5763,2011
2074,2961,65,952,5747,1968
2095,3035,46,986,5705,2043
2037,2873,62,898,5717,1951
2083,2956,60,933,5780,2013
2069,2908,69,908,5818,1965
2071,2987,49,965,5688,2006
2039,2861,61,883,5744,1945
2028,2796,57,825,5822,1943
2050,2886,54,890,5781,1967
2070,2968,54,952,5712,2000
2042,2867,56,881,5790,1953
2077,2926,72,921,5857,1981
2027,2830,61,864,5723,1937
2063,2860,76,873,5881,1966
2038,2872,51,885,5702,1959
2021,2909,63,951,5588,1930
2032,2786,57,811,5861,1948
2042,2858,53,869,5784,1970
2064,2911,57,904,5817,1991
2069,2939,48,918,5749,1982
2031,2832,57,858,5801,1944
2035,2816,76,857,5839,1928
2056,2906,52,902,5725,1994
2052,2873,59,880,5807,1972
2011,2804,60,853,5695,1918
2025,2798,70,843,5797,1927
2064,2928,64,928,5773,1964
2055,2902,61,908,5735,1979
2033,2892,62,921,5643,1945
2038,2844,73,879,5789,1936
2037,2835,50,848,5717,1975
2076,2930,56,910,5785,1967
2146,3172,41,1067,5708,2096
2052,2863,56,867,5817,1974
2063,2936,41,914,5705,2016
2053,2893,51,891,5760,1989
1951,2637,78,764,5751,1836
2042,2879,52,889,5724,1975
2037,2856,53,872,5760,1973
2058,2911,54,907,5747,1988
2096,3013,64,981,5774,2013
2052,2886,63,897,5761,1956
2018,2782,63,827,5815,1916
2023,2810,60,847,5775,1937
2067,2942,51,926,5705,1974
2105,2991,58,944,5844,2019
2064,2903,54,893,5805,1985
2016,2734,61,779,5863,1934
2005,2753,63,811,5794,1917
2067,2902,57,892,5802,1964
2039,2852,68,881,5768,1931
2030,2831,58,859,5737,1954
1982,2665,62,745,5814,1896
2064,2890,50,876,5845,1988
2102,3034,42,974,5722,2047
2065,2912,58,905,5785,1990
2052,2888,62,898,5759,1970
1982,2701,88,807,5754,1843
2003,2757,66,820,5771,1913
1996,2750,60,814,5720,1895
2052,2906,55,909,5720,1954
2054,2892,64,902,5768,1958
2056,2866,62,872,5837,1960
2015,2770,76,831,5784,1910
1996,2732,64,800,5775,1899
2055,2955,48,948,5659,1992
1979,2699,73,793,5754,1881
2087,3006,47,966,5706,2033
2004,2760,82,838,5725,1888
2002,2762,57,817,5715,1917
2126,3082,51,1007,5803,2051
2049,2880,61,892,5778,1966
2057,2895,44,882,5759,2008
2035,2837,61,863,5758,1946
2012,2798,54,840,5735,1929
2024,2780,57,813,5809,1949
2037,2886,60,909,5734,1940
2066,3018,54,1006,5597,1959
1972,2634,78,740,5812,1864
2012,2766,73,827,5783,1890
2092,2983,44,935,5783,2032
2016,2768,72,824,5779,1904
2047,2881,54,888,5759,1960
2066,2920,56,910,5787,1949
1984,2681,79,776,5804,1862
2082,3007,58,983,5735,1998
2008,2770,64,826,5759,1912
2012,2780,70,838,5749,1915
2063,2980,47,964,5663,1988
2036,2826,48,838,5772,1976
2045,2926,44,925,5647,1993
1982,2702,79,799,5764,1836
1979,2671,61,753,5783,1892
2017,2842,50,875,5685,1955
1998,2778,57,837,5682,1926
2075,2982,55,962,5741,2001
2001,2800,66,865,5665,1919
1979,2689,63,773,5765,1873
2094,2989,55,950,5796,2014
2080,2975,57,952,5747,1959
2016,2827,53,864,5678,1934
2046,2882,62,898,5719,1948
2068,2913,67,912,5802,1954
2029,2762,72,805,5914,1933
2028,2823,68,863,5771,1933
2055,2861,48,854,5799,1993
2052,2911,47,906,5707,1998
2136,3161,46,1071,5727,2070
2036,2882,53,899,5710,1970
2070,2963,56,949,5731,2000
2064,2846,70,852,5887,1971
2050,2872,64,886,5825,1953
2042,2826,53,837,5798,1965
1997,2731,80,814,5805,1884
2099,3050,50,1001,5687,2015
2058,2873,56,871,5840,1980
2008,2720,77,789,5848,1887
2052,2901,66,915,5752,1953
2052,2882,64,894,5776,1949
2120,3089,37,1006,5735,2069
2051,2879,53,881,5773,1967
2064,2922,63,921,5782,1932
2078,2960,52,934,5775,2004
2038,2823,68,853,5794,1941
2024,2794,66,836,5769,1941
2028,2802,60,834,5795,1921
2037,2849,75,887,5791,1942
2127,3039,53,965,5910,2047
2104,3016,58,970,5811,2020
2089,3027,58,996,5695,2010
2077,2904,62,889,5885,1976
2076,2991,61,976,5711,1973
1992,2720,57,785,5788,1896
2057,2954,56,953,5646,1972
2020,2779,73,832,5815,1909
2052,2933,51,932,5670,1982
2022,2789,61,828,5802,1943
2079,2990,52,963,5744,2009
2069,2889,70,890,5869,1983
2028,2789,57,818,5796,1934
2071,2926,65,920,5810,1989
2042,2885,61,904,5714,1955
2084,2990,49,955,5745,2030
2109,3039,44,974,5753,2055
2042,2845,52,855,5792,1979
2076,2944,66,934,5762,1968
2039,2860,56,877,5748,1952
2047,2828,60,841,5837,1944
2062,2882,55,875,5834,1988
2043,2913,56,926,5692,1962
2067,2957,52,942,5746,1990
2068,2887,69,888,5834,1970
2072,2967,61,956,5727,1992
2042,2862,51,871,5804,1975
2043,2864,63,884,5747,1954
2039,2850,58,869,5773,1957
2012,2802,74,864,5743,1918
2078,2986,57,965,5704,1986
1986,2716,72,802,5733,1869
2061,2943,53,935,5716,1991
2043,2903,64,924,5710,1966
2043,2890,64,911,5746,1947
2009,2786,71,848,5736,1903
2022,2855,66,899,5673,1938
2054,2929,49,924,5685,1993
2036,2875,64,903,5710,1939
2050,2914,60,924,5714,1971
2029,2853,57,881,5707,1966
2002,2772,66,836,5748,1903
1998,2750,67,819,5729,1910
2111,2993,65,947,5864,2014
2022,2818,64,860,5721,1922
2012,2755,72,815,5809,1906
2068,2919,63,914,5818,1973
2056,2927,57,928,5732,1973
2077,3020,42,985,5635,2013
2023,2804,67,848,5780,1915
2057,2890,54,887,5761,1986
2039,2870,54,885,5714,1952
2079,2932,56,909,5838,2005
2067,2967,46,946,5695,1991
2010,2802,57,849,5717,1927
2047,2930,58,941,5679,1958
2039,2901,52,914,5673,1963
2026,2831,69,874,5754,1923
2038,2802,56,820,5875,1949
2067,2911,50,894,5782,2000
2027,2843,71,887,5695,1907
1954,2581,71,698,5848,1846
2028,2825,63,860,5729,1943
2043,2887,61,905,5738,1954
2047,2905,45,903,5691,1976
2021,2785,69,833,5794,1909
2082,2917,60,895,5890,1984
2030,2845,51,866,5705,1972
2097,3068,54,1025,5668,2023
2042,2862,54,874,5776,1984
2064,2931,54,921,5747,2005
2089,3002,52,965,5731,2017
2113,3070,47,1004,5773,2065
2041,2874,49,882,5750,1964
2042,2829,50,837,5807,1974
2071,2926,51,906,5797,2005
2027,2819,55,847,5727,1958
2097,2999,65,967,5784,1994
2042,2836,57,851,5789,1968
1998,2747,76,825,5742,1889
2075,2972,51,948,5722,2004
1994,2685,67,758,5847,1896
2001,2784,56,839,5696,1921
1991,2734,75,818,5712,1898
2051,2937,59,945,5680,1968
2127,3102,53,1028,5775,2056
2020,2783,65,828,5815,1933
2031,2805,61,835,5835,1936
2085,2994,52,961,5732,2017
2125,3068,49,992,5816,2064
2101,3023,66,988,5740,2000
2062,2898,60,896,5769,1975
2031,2836,58,863,5752,1948
2114,3093,55,1034,5708,2040
2130,3154,41,1065,5679,2072
2074,2950,55,931,5770,1994
2031,2820,66,855,5789,1950
2019,2799,66,846,5759,1916
2027,2808,57,838,5773,1922
2118,3087,53,1022,5742,2052
2057,2949,72,964,5686,1969
2029,2767,65,803,5874,1937
2023,2805,58,840,5767,1944
2047,2924,41,918,5675,1989
2063,2929,49,915,5745,1983
2046,2833,61,848,5823,1972
2035,2828,56,849,5774,1891
2077,2946,60,929,5796,2000
2056,2932,61,937,5701,1958
2035,2812,51,828,5794,1970
2034,2848,59,873,5726,1965
2034,2832,60,858,5760,1950
2054,2914,46,906,5704,1972
2059,2865,67,873,5853,1946
2056,2915,51,910,5723,1969
2027,2846,53,872,5707,1930
2096,3022,52,978,5721,2016
2060,2911,56,907,5787,1997
2066,2971,48,953,5672,1995
2015,2789,60,834,5743,1936
2063,2907,57,901,5822,1994
1972,2668,53,749,5765,1894
2076,2976,44,944,5708,2028
2033,2834,56,857,5758,1953
2009,2779,63,833,5707,1893
2019,2831,50,862,5670,1957
