V,E,B,lb
2075,2915,5854,841
2042,2875,5750,834
2039,2812,5824,774
2062,2882,5847,821
2085,2996,5751,912
2044,2855,5772,812
2073,2929,5787,857
2042,2835,5803,794
2036,2858,5704,823
2062,2956,5711,895
2075,2946,5799,872
2042,2889,5721,848
2095,2999,5805,905
2116,3078,5736,963
2049,2916,5661,868
2053,2888,5759,836
2076,2948,5780,873
2043,2871,5763,829
2042,2848,5804,807
2067,2968,5704,902
2015,2815,5726,801
2042,2869,5765,828
2055,2944,5677,890
2048,2940,5671,893
2049,2898,5735,850
2033,2837,5718,805
2108,3083,5700,976
2013,2823,5682,811
2089,3001,5702,913
2041,2864,5772,824
2029,2822,5742,794
2095,3036,5711,942
2057,2908,5766,852
2029,2813,5800,785
2034,2844,5766,811
2062,2882,5829,821
2049,2935,5642,887
2096,3009,5768,914
2059,2922,5724,864
2029,2863,5697,835
2072,2938,5783,867
2086,2960,5832,875
2008,2731,5835,724
2018,2805,5737,788
2013,2805,5694,793
2024,2838,5677,815
2012,2769,5772,758
2010,2732,5818,723
2064,2869,5852,806
2104,2988,5846,885
2016,2823,5719,808
2057,2893,5756,837
2006,2753,5800,748
2018,2813,5743,796
2076,2961,5759,886
2057,2904,5783,848
2062,2938,5730,877
2025,2872,5673,848
2038,2856,5739,819
2024,2806,5761,783
2061,2879,5841,819
2048,2818,5856,771
2139,3130,5772,992
1976,2692,5735,717
2084,2974,5734,891
2059,2841,5891,783
1995,2715,5788,721
2039,2799,5858,761
2067,2932,5751,866
2057,2943,5684,887
2025,2833,5724,809
2021,2831,5708,811
2038,2838,5795,801
2125,3103,5763,979
2064,2907,5818,844
2021,2826,5720,806
2024,2823,5747,800
2044,2855,5766,812
2063,2935,5748,873
2082,2944,5804,863
2020,2832,5739,813
2143,3165,5729,1023
2012,2782,5755,771
2037,2815,5818,779
2069,2957,5731,889
2090,3034,5710,945
2074,2976,5726,903
2088,3004,5746,917
2095,3042,5719,948
2032,2822,5774,791
2045,2806,5881,762
2035,2830,5778,796
2071,2910,5833,840
2104,3004,5807,901
1995,2774,5689,780
2019,2775,5800,757
2101,3014,5778,914
2082,2970,5773,889
2046,2877,5752,832
2035,2807,5850,773
2017,2767,5788,751
2107,3102,5668,996
2028,2854,5712,827
2083,3000,5732,918
2044,2936,5652,893
1977,2712,5710,736
1996,2741,5722,746
2060,2871,5818,812
2043,2824,5817,782
2107,3040,5796,934
2040,2897,5693,858
2011,2757,5787,747
2091,3013,5744,923
2073,2983,5685,911
2024,2799,5781,776
2030,2788,5834,759
2061,2868,5854,808
2065,2886,5836,822
1992,2740,5726,749
2020,2848,5677,829
2081,2962,5792,882
2065,2974,5676,910
2022,2785,5761,764
1986,2694,5805,709
2014,2801,5735,788
2005,2776,5741,772
2045,2885,5747,841
2004,2709,5832,706
2072,2927,5772,856
2034,2835,5762,802
2053,2845,5867,793
2039,2873,5744,835
2024,2772,5827,749
2019,2821,5731,803
2074,2907,5831,834
2111,3059,5755,949
2040,2868,5757,829
2057,2828,5893,772
2037,2891,5680,855
2027,2794,5789,768
2024,2840,5700,817
2039,2801,5828,763
2079,3005,5663,927
1970,2696,5712,727
2079,2976,5747,898
2053,2883,5768,831
2004,2764,5773,761
2033,2913,5646,881
2055,2866,5830,812
2054,2907,5712,854
2023,2832,5726,810
2021,2817,5734,797
2080,3019,5701,940
2039,2853,5761,815
2003,2747,5775,745
2012,2796,5740,785
2033,2823,5798,791
2039,2834,5832,796
2023,2813,5768,791
2035,2810,5815,776
2044,2864,5768,821
1985,2700,5752,716
2071,2960,5746,890
2053,2913,5723,861
1999,2763,5722,765
2055,2902,5736,848
2047,2886,5738,840
2074,2952,5758,879
2023,2720,5943,698
2060,2942,5688,883
2028,2818,5790,791
2035,2867,5746,833
2027,2851,5713,825
2059,2935,5716,877
2061,2944,5729,884
2050,2901,5698,852
2067,2930,5753,864
2071,2933,5753,863
2092,2992,5762,901
2037,2850,5749,814
2089,3030,5698,942
2050,2922,5672,873
2073,3002,5678,930
2028,2841,5717,814
1980,2626,5876,647
2050,2940,5655,891
2086,3066,5639,981
2034,2802,5845,769
2057,2862,5849,806
2061,2906,5761,846
2097,3009,5767,913
2079,2976,5758,898
2081,2975,5769,895
2065,2919,5760,855
2017,2830,5711,814
2047,2899,5704,853
2022,2823,5721,802
2029,2869,5699,841
2070,2956,5718,887
2073,2995,5680,923
2065,2945,5725,881
2070,2992,5678,923
2054,2859,5837,806
2067,2924,5750,858
2086,3025,5704,940
2072,2947,5751,876
2088,2992,5759,905
2047,2911,5704,865
2042,2847,5784,806
2068,2933,5783,866
2065,2924,5774,860
2067,2887,5834,821
2073,2927,5817,855
2042,2863,5776,822
2070,2935,5785,866
2058,2963,5648,906
2051,2865,5788,815
2064,2892,5789,829
2050,2881,5754,832
2074,2933,5791,860
2042,2883,5716,842
2076,2909,5870,834
2051,2886,5765,836
2041,2870,5754,830
2051,2878,5785,828
2033,2849,5733,817
2060,2901,5788,842
2063,2954,5685,892
2034,2856,5719,823
2061,2912,5789,852
2064,2927,5779,864
2004,2745,5775,742
2020,2760,5830,741
2028,2811,5784,784
2029,2864,5706,836
2025,2777,5832,753
2055,2913,5719,859
2069,2985,5672,917
2005,2784,5720,780
2013,2778,5742,766
2020,2828,5696,809
2071,2963,5759,893
2033,2815,5819,783
2003,2778,5748,776
2050,2871,5766,822
2050,2887,5746,838
2049,2869,5782,821
2021,2805,5772,785
2064,2949,5712,886
2043,2889,5724,847
1982,2691,5753,710
2034,2873,5689,840
2081,2961,5762,881
1989,2741,5690,753
2054,2837,5856,784
2013,2749,5830,737
2037,2879,5699,843
2033,2868,5672,836
2027,2848,5706,822
2050,2847,5824,798
2048,2897,5734,850
2018,2774,5825,757
2035,2872,5735,838
2060,2935,5711,876
2022,2757,5858,736
2029,2837,5704,809
2080,3001,5717,922
2028,2794,5816,767
2042,2857,5779,816
1968,2668,5735,701
2027,2813,5781,787
2077,2930,5830,854
2018,2828,5693,811
2056,2960,5674,905
2057,2946,5682,890
2085,2976,5762,892
2094,3031,5740,938
2013,2777,5781,765
2002,2779,5703,778
2045,2871,5730,827
2020,2762,5822,743
1980,2664,5793,685
2057,2917,5723,861
2018,2765,5811,748
2028,2783,5831,756
2087,3009,5704,923
2017,2781,5796,765
2074,2981,5710,908
2017,2825,5667,809
2078,3026,5660,949
2098,3002,5781,905
2079,2938,5818,860
2063,2913,5759,851
2027,2819,5780,793
2059,2977,5650,919
2036,2867,5725,832
2016,2767,5821,752
2105,3046,5750,942
2103,3008,5814,906
2055,2898,5757,844
2008,2772,5770,765
1975,2689,5719,715
2060,2958,5671,899
2064,2961,5680,898
2028,2788,5815,761
2020,2824,5723,805
2056,2902,5755,847
2032,2849,5755,818
2037,2871,5706,835
2012,2790,5733,779
2092,2990,5798,899
2032,2855,5701,824
2037,2853,5759,817
2038,2833,5818,796
2081,2945,5797,865
2007,2792,5696,786
2075,2975,5687,901
2062,2940,5718,879
2040,2935,5625,896
2043,2821,5831,779
1998,2772,5676,775
2083,2988,5729,906
2037,2794,5844,758
2055,2914,5724,860
1994,2747,5708,754
2034,2793,5845,760
1990,2735,5732,746
2034,2832,5788,799
2039,2871,5719,833
2072,3009,5657,938
2055,2892,5764,838
2045,2840,5828,796
2062,2915,5765,854
2033,2848,5756,816
2083,2954,5788,872
2077,2957,5767,881
2082,2991,5741,910
2058,2869,5816,812
2017,2800,5756,784
2074,2940,5795,867
2113,3053,5811,941
2062,2918,5769,857
2021,2813,5729,793
2031,2845,5745,815
2052,2887,5778,836
2042,2853,5771,812
2051,2901,5731,851
2082,2981,5776,900
2050,2892,5747,843
2001,2801,5664,801
2035,2840,5797,806
2050,2876,5772,827
2047,2919,5685,873
2101,3015,5805,915
2052,2890,5768,839
2034,2838,5762,805
2064,2912,5783,849
2007,2764,5746,758
2002,2721,5803,720
2054,2919,5719,866
1995,2746,5752,752
2035,2848,5758,814
2035,2842,5778,808
2106,3063,5728,958
2044,2860,5761,817
2084,2981,5747,898
2051,2916,5706,866
2071,2958,5745,888
2054,2927,5711,874
2056,2927,5721,872
2049,2847,5823,799
2011,2813,5725,803
2079,2968,5745,890
2016,2811,5705,796
2036,2833,5780,798
1996,2755,5743,760
2054,2929,5714,876
2075,2936,5820,862
2071,2975,5699,905
2059,2875,5829,817
2053,2870,5793,818
2046,2878,5758,833
2071,2971,5692,901
1968,2651,5758,684
2015,2769,5827,755
2042,2796,5879,755
2043,2908,5677,866
2022,2818,5735,797
2064,2917,5774,854
2031,2794,5810,764
2030,2879,5661,850
1990,2701,5789,712
2068,2925,5753,858
2014,2757,5813,744
2049,2965,5630,917
2017,2748,5849,732
2050,2894,5769,845
2052,2864,5812,813
2032,2795,5820,764
2075,2936,5788,862
2019,2818,5695,800
2034,2837,5757,804
2026,2828,5740,803
2105,3000,5821,896
2011,2811,5677,801
2069,2947,5722,879
2034,2825,5773,792
2069,2975,5694,907
2024,2812,5746,789
1946,2619,5733,674
2063,2886,5810,824
1996,2699,5845,704
2024,2786,5805,763
2005,2792,5710,788
2053,2879,5806,827
2004,2777,5675,774
2065,2958,5671,894
2106,3033,5771,928
2094,2991,5767,898
2062,2960,5696,899
2067,2952,5703,886
2045,2866,5769,822
2075,2991,5700,917
2003,2755,5769,753
2014,2811,5684,798
2052,2902,5736,851
2003,2677,5913,675
2028,2823,5773,796
2063,2970,5696,908
2022,2799,5777,778
2061,2944,5713,884
2086,2940,5839,855
2029,2836,5760,808
2040,2923,5644,884
2107,3050,5762,944
2044,2854,5776,811
2046,2856,5787,811
2063,2856,5876,794
2026,2781,5850,756
2091,3014,5754,924
2035,2806,5813,772
2045,2834,5822,790
2054,2909,5707,856
2057,2844,5857,788
2011,2791,5757,781
2022,2800,5763,779
2081,2995,5724,915
2037,2881,5667,845
2055,2956,5663,902
2077,2961,5760,885
2056,2887,5793,832
2090,3055,5651,966
2036,2849,5725,814
2042,2856,5792,815
2051,2909,5719,859
2103,3053,5697,951
2077,2993,5714,917
2060,2909,5759,850
2031,2811,5786,781
2110,3061,5736,952
2102,3036,5752,935
2081,2918,5859,838
2076,2919,5834,844
2095,3025,5738,931
2051,2816,5877,766
2024,2852,5685,829
2011,2771,5757,761
1969,2658,5750,690
2078,2902,5868,825
2095,3008,5798,914
2017,2793,5761,777
2026,2755,5871,730
2080,2980,5740,901
2051,2850,5832,800
2028,2830,5770,803
2014,2804,5696,791
2057,2918,5732,862
2043,2803,5836,761
2021,2832,5693,812
2079,2922,5841,844
2052,2901,5749,850
2064,2883,5812,820
2059,2872,5843,814
2073,2906,5855,834
1963,2649,5746,687
2025,2827,5723,803
2028,2854,5706,827
2059,2941,5730,883
1999,2795,5669,797
2090,2979,5802,890
2021,2759,5839,739
2008,2763,5730,756
2095,2997,5786,903
2100,3048,5725,949
2045,2902,5677,858
2106,3021,5799,916
2048,2831,5842,784
2048,2887,5764,840
2037,2883,5692,847
2079,2976,5740,898
2046,2870,5758,825
2047,2909,5693,863
2051,2909,5729,859
2076,2919,5824,844
2063,2828,5931,766
2071,2956,5726,886
2055,2912,5762,858
1998,2744,5750,747
2024,2782,5825,759
2014,2735,5838,722
2016,2753,5811,738
2044,2879,5742,836
2052,2837,5853,786
2025,2883,5652,859
2106,3051,5760,946
2010,2790,5746,781
2059,2864,5844,806
2076,2944,5810,869
1991,2716,5760,726
2057,2918,5741,862
1996,2710,5815,715
2068,2929,5778,862
2092,3023,5740,932
2081,2947,5780,867
2016,2800,5739,785
2041,2829,5815,789
2002,2755,5740,754
2012,2744,5798,733
2066,2981,5700,916
2057,2889,5788,833
2023,2805,5791,783
2016,2804,5728,789
2004,2806,5667,803
2087,2980,5775,894
2052,2866,5805,815
2083,2967,5766,885
2008,2726,5846,719
2037,2834,5787,798
2029,2861,5681,833
2001,2711,5843,711
2074,2960,5743,887
1991,2717,5740,727
2082,2975,5781,894
2098,3001,5768,904
2062,2874,5856,813
2062,2914,5777,853
2053,2881,5788,829
2037,2804,5844,768
2034,2853,5804,820
2056,2925,5722,870
2022,2827,5740,806
2082,2983,5706,902
2007,2816,5640,810
2069,2957,5715,889
2021,2815,5767,795
2073,2977,5711,905
2077,2952,5779,876
2040,2897,5682,858
2086,2964,5782,879
2072,2942,5782,871
2045,2903,5703,859
2017,2801,5771,785
2024,2832,5720,809
2042,2920,5668,879
2011,2845,5657,835
2022,2844,5727,823
2018,2801,5756,784
2090,2975,5798,886
2024,2779,5821,756
2030,2807,5798,778
2010,2802,5718,793
2074,2995,5689,922
2032,2850,5716,819
2061,2861,5868,801
2031,2827,5792,797
2068,2937,5780,870
2025,2839,5698,815
2021,2852,5678,832
2038,2845,5767,808
2051,2885,5772,835
2061,2926,5753,866
2052,2887,5765,836
2019,2813,5737,795
2040,2862,5736,823
2045,2877,5729,833
2057,2913,5757,857
2056,2838,5880,783
2018,2844,5707,827
2030,2839,5761,810
2028,2776,5857,749
2011,2800,5705,790
2055,2874,5810,820
2068,2958,5723,891
2017,2772,5782,756
2100,3032,5741,933
2068,2934,5783,867
2021,2815,5753,795
2074,2867,5920,794
2020,2806,5770,787
1989,2748,5697,760
2101,3015,5794,915
2084,3028,5700,945
2015,2784,5774,770
2029,2802,5811,774
2101,3019,5803,919
2026,2860,5699,835
2052,2899,5756,848
2053,2902,5746,850
2084,2972,5763,889
1993,2698,5830,706
2066,2945,5726,880
2038,2837,5777,800
2005,2801,5696,797
2049,2863,5795,815
2109,3082,5653,974
2047,2875,5784,829
2054,2874,5789,821
2030,2814,5761,785
2054,2947,5643,894
2039,2862,5765,824
2049,2840,5827,792
2032,2868,5704,837
2039,2823,5806,785
2004,2775,5719,772
2009,2741,5812,733
2098,3032,5737,935
2013,2763,5779,751
2085,3024,5698,940
2025,2801,5792,777
2033,2877,5699,845
2033,2784,5854,752
2036,2817,5804,782
2009,2753,5785,745
2106,3084,5681,979
2057,2910,5746,854
2040,2845,5790,806
2042,2879,5730,838
2086,2965,5788,880
2028,2810,5798,783
2035,2872,5712,838
2061,2962,5674,902
2054,2903,5741,850
2017,2825,5728,809
2020,2796,5770,777
2008,2760,5753,753
2023,2825,5717,803
2048,2919,5685,872
2100,3027,5752,928
2083,2989,5764,907
2025,2825,5737,801
2023,2820,5742,798
2040,2822,5804,783
1994,2716,5797,723
2058,2951,5691,894
2065,2907,5786,843
2097,2978,5810,882
2014,2807,5715,794
2111,3048,5791,938
1989,2689,5816,701
2049,2926,5670,878
2064,2942,5727,879
2099,3019,5775,921
2037,2854,5723,818
2023,2789,5775,767
2024,2849,5697,826
2039,2855,5744,817
2028,2792,5812,765
2036,2848,5748,813
1983,2690,5793,708
1975,2721,5664,747
2066,2952,5731,887
2059,2882,5765,824
2049,2869,5778,821
1986,2765,5639,780
2072,2951,5754,880
2057,2890,5804,834
2081,3012,5653,932
2060,2895,5812,836
2024,2768,5850,745
2049,2876,5780,828
2092,2992,5781,901
2031,2797,5805,767
1979,2725,5694,747
2073,2937,5784,865
2101,3002,5806,902
2015,2741,5849,727
2078,2979,5756,902
2027,2843,5737,817
2055,2883,5825,829
2082,2905,5916,824
2004,2718,5823,715
2007,2770,5783,764
1981,2707,5716,727
2070,2910,5828,841
2077,2933,5782,857
2071,2933,5765,863
2016,2825,5689,810
2016,2779,5772,764
2096,3018,5755,923
2021,2819,5756,799
2085,2995,5749,911
2005,2755,5802,751
2061,2936,5717,876
2030,2818,5780,789
2091,2968,5829,878
2028,2774,5903,747
2039,2849,5745,811
2034,2824,5787,791
2063,2937,5747,875
1995,2704,5802,710
2047,2877,5757,831
2073,2984,5670,912
2033,2863,5717,831
2033,2863,5713,831
2029,2838,5754,810
2022,2825,5711,804
2077,2935,5793,859
2085,2962,5770,878
2030,2822,5770,793
1981,2711,5737,731
2062,2895,5807,834
2081,3006,5698,926
2053,2927,5707,875
2013,2775,5794,763
2036,2819,5833,784
2044,2880,5724,837
2075,2969,5766,895
2023,2800,5765,778
2040,2867,5778,828
2042,2885,5681,844
2044,2812,5876,769
2080,2924,5867,845
2027,2821,5744,795
2072,2932,5747,861
2032,2804,5816,773
2057,2901,5783,845
2032,2865,5698,834
2001,2751,5744,751
2043,2885,5738,843
2103,3048,5720,946
2098,3009,5739,912
2078,3012,5661,935
2044,2838,5847,795
2084,2942,5844,859
2081,2982,5768,902
1974,2656,5790,683
1971,2688,5724,718
2107,3073,5718,967
2033,2849,5728,817
2061,2932,5725,872
2119,3076,5781,958
2065,2986,5672,922
2031,2822,5789,792
2055,2906,5761,852
2085,2994,5741,910
2035,2813,5821,779
1998,2696,5837,699
2061,2890,5799,830
2085,2957,5815,873
2087,3012,5724,926
2037,2839,5780,803
2067,2963,5716,897
2030,2827,5737,798
2049,2803,5888,755
2056,2895,5764,840
2084,2939,5850,856
2064,2958,5692,895
1997,2701,5790,705
2019,2823,5738,805
2044,2861,5791,818
2056,2935,5715,880
2069,2988,5686,920
2060,2875,5811,816
2078,2949,5785,872
2024,2799,5787,776
2085,3003,5703,919
2027,2781,5845,755
2026,2797,5802,772
2076,2942,5780,867
2068,2974,5719,907
2029,2875,5672,847
2069,2878,5809,810
2040,2864,5761,825
2021,2845,5681,825
2051,2892,5741,842
2090,2977,5802,888
2081,2972,5756,892
2061,2848,5909,788
2033,2802,5819,770
2076,2974,5711,899
2048,2913,5713,866
2077,3009,5674,933
2026,2815,5765,790
2027,2837,5717,811
2049,2885,5753,837
2010,2778,5743,769
2011,2770,5788,760
2024,2824,5722,801
2008,2773,5758,766
2060,2900,5773,841
2071,2981,5664,911
2031,2813,5797,783
2058,2902,5792,845
2028,2836,5756,809
2028,2864,5675,837
2019,2770,5815,752
2047,2864,5777,818
2073,2921,5787,849
1954,2612,5811,659
2025,2802,5771,778
1989,2673,5827,685
2017,2785,5786,769
2053,2876,5785,824
2005,2720,5842,716
2070,2990,5681,921
1995,2711,5795,717
2053,2934,5721,882
2088,2958,5830,871
2023,2848,5722,826
2079,3008,5704,930
2049,2910,5742,862
2052,2918,5723,867
2039,2834,5795,796
2057,2923,5735,867
1971,2691,5728,721
2032,2826,5784,795
2066,2985,5700,920
2046,2866,5769,821
2047,2901,5732,855
2063,2914,5769,852
2064,2925,5768,862
2028,2797,5785,770
2072,2976,5725,905
2071,2948,5747,878
2017,2771,5816,755
2037,2849,5748,813
2009,2794,5701,786
2057,2905,5796,849
2100,3023,5782,924
2026,2784,5811,759
2037,2831,5808,795
2055,2842,5847,788
2070,2966,5715,897
2006,2735,5807,730
2046,2863,5819,818
2040,2881,5692,842
2032,2831,5747,800
2014,2759,5786,746
2050,2918,5695,869
1977,2634,5841,658
1978,2703,5726,726
1992,2724,5799,733
2014,2778,5799,765
2038,2852,5759,815
2002,2774,5710,773
2005,2788,5698,784
2091,2974,5805,884
1988,2702,5779,715
2105,3087,5662,983
2035,2867,5694,833
2048,2854,5812,807
2059,2898,5787,840
2066,2946,5759,881
2013,2801,5725,789
2018,2836,5684,819
2037,2824,5771,788
2022,2835,5678,814
2043,2899,5717,857
2029,2842,5715,814
2066,2927,5769,862
2064,2930,5760,867
2059,2927,5708,869
2037,2846,5753,810
2087,2974,5768,888
2045,2852,5815,808
2077,2937,5808,861
2037,2793,5866,757
2042,2859,5778,818
2004,2743,5774,740
2088,2994,5775,907
2065,2940,5744,876
2065,2872,5899,808
2011,2772,5770,762
2053,2858,5794,806
2050,2895,5739,846
1995,2742,5758,748
2100,3030,5745,931
2052,2880,5769,829
2051,2891,5740,841
2129,3048,5865,920
2078,2966,5749,889
2086,3003,5758,918
2055,2908,5751,854
2079,3011,5678,933
2046,2848,5794,803
1991,2697,5778,707
2042,2862,5761,821
2017,2843,5682,827
2043,2862,5770,820
2058,2868,5838,811
2079,2941,5835,863
2028,2814,5796,787
2049,2874,5790,826
2094,3020,5729,927
2057,2890,5768,834
2024,2764,5843,741
2103,3057,5699,955
2038,2806,5847,769
2021,2866,5648,846
2042,2813,5848,772
2071,2935,5797,865
2050,2853,5813,804
2034,2853,5755,820
2129,3151,5639,1023
2095,3007,5732,913
2054,2852,5872,799
2037,2828,5790,792
2073,2948,5764,876
2029,2784,5851,756
2060,2912,5771,853
2006,2747,5791,742
2094,3053,5680,960
2051,2882,5766,832
2079,2900,5880,822
1960,2649,5708,690
2028,2832,5734,805
2049,2872,5785,824
2051,2901,5720,851
2055,2865,5832,811
2077,2936,5796,860
2090,3025,5690,936
2099,2998,5818,900
2027,2814,5744,788
2007,2800,5691,794
2018,2824,5728,807
2033,2826,5754,794
2028,2806,5787,779
2047,2876,5769,830
2072,2973,5680,902
2027,2765,5862,739
2076,2973,5739,898
2082,2987,5747,906
2011,2793,5738,783
2026,2818,5795,793
2093,3022,5731,930
2061,2923,5735,863
2078,2943,5798,866
2043,2909,5675,867
2093,3019,5732,927
2075,2976,5693,902
2002,2771,5687,770
2055,2904,5787,850
2058,2927,5737,870
2062,2934,5697,873
2085,3022,5695,938
2015,2772,5789,758
2027,2792,5825,766
2099,3072,5675,974
2106,3060,5733,955
2101,3049,5677,949
2003,2751,5752,749
2067,2942,5716,876
2013,2786,5736,774
2081,2974,5741,894
2030,2829,5753,800
2043,2834,5825,792
1993,2759,5738,767
2082,2980,5727,899
2043,2860,5776,818
2029,2831,5744,803
2057,2856,5859,800
2043,2850,5803,808
2049,2874,5817,826
2050,2851,5830,802
2061,2888,5788,828
2040,2892,5676,853
2035,2807,5788,773
2043,2853,5816,811
2094,2993,5781,900
2039,2812,5842,774
2045,2913,5671,869
2042,2817,5847,776
2063,2887,5833,825
2030,2801,5822,772
2018,2768,5803,751
2029,2815,5759,787
2075,2956,5774,882
2001,2804,5672,804
2021,2806,5733,786
2083,3018,5686,936
2027,2830,5707,804
2056,2851,5864,796
2093,2989,5810,897
1982,2670,5814,689
2049,2854,5775,806
2039,2776,5891,738
2019,2853,5716,835
2040,2885,5711,846
1992,2716,5785,725
2076,2980,5730,905
2042,2860,5784,819
2058,2922,5732,865
2040,2863,5744,824
2032,2832,5782,801
2060,2930,5703,871
2047,2863,5778,817
2077,3003,5691,927
2037,2831,5774,795
2085,2987,5765,903
2078,2968,5782,891
1991,2714,5759,724
2046,2878,5771,833
2107,3036,5763,930
2017,2792,5776,776
2060,2902,5791,843
2040,2877,5742,838
2073,2964,5720,892
2031,2866,5709,836
2062,2926,5776,865
1981,2720,5725,740
2026,2775,5817,750
2041,2859,5744,819
2040,2841,5767,802
2052,2916,5719,865
2069,2958,5725,890
2016,2808,5760,793
2140,3169,5668,1030
2038,2911,5638,874
1984,2706,5751,723
2103,3012,5815,910
2031,2825,5768,795
2009,2778,5746,770
2051,2899,5766,849
2045,2827,5852,783
2039,2837,5781,799
2035,2905,5666,871
2092,2996,5750,905
2044,2926,5673,883
2008,2747,5798,740
2076,2948,5800,873
2067,2920,5790,854
2063,2891,5789,829
2061,2906,5766,846
2057,2970,5619,914
1981,2736,5703,756
2087,3038,5654,952
1963,2614,5802,652
2020,2848,5697,829
2079,2931,5800,853
2048,2853,5789,806
2051,2911,5715,861
2005,2757,5770,753
2042,2908,5699,867
2059,2966,5640,908
2069,2927,5797,859
2014,2757,5832,744
2051,2933,5692,883
2048,2897,5719,850
2002,2733,5813,732
2102,3036,5761,935
2032,2819,5789,788
2067,2894,5826,828
2053,2873,5804,821
2047,2870,5757,824
1991,2718,5754,728
2024,2793,5792,770
2030,2836,5747,807
2082,2987,5747,906
2047,2870,5745,824
2078,2958,5770,881
2017,2791,5744,775
2102,3016,5784,915
1999,2679,5913,681
2063,2945,5705,883
2035,2849,5744,815
2026,2812,5741,787
2036,2853,5746,818
2050,2875,5784,826
2051,2897,5731,847
2098,3017,5767,920
2037,2846,5736,810
2047,2881,5759,835
2045,2848,5812,804
2020,2806,5748,787
2088,2956,5834,869
2044,2797,5882,754
2048,2837,5828,790
2028,2796,5813,769
1992,2715,5779,724
2024,2742,5879,719
2060,2919,5742,860
2042,2860,5758,819
2063,2948,5712,886
2077,2940,5790,864
2075,2963,5755,889
2003,2751,5780,749
2105,3068,5699,964
2028,2794,5791,767
2050,2855,5830,806
1999,2736,5779,738
1983,2672,5779,690
